Dates,PX_BID,LAST_PRICE,CHG_PCT_1D
14-07-2011,44.49,44.4956,-0.066
15-07-2011,44.51,44.5175,0.0492
18-07-2011,44.57,44.575,0.1292
19-07-2011,44.4975,44.5,-0.1683
20-07-2011,44.45,44.4563,-0.0982
21-07-2011,44.505,44.51,0.1208
22-07-2011,44.35,44.355,-0.3482
25-07-2011,44.3975,44.4006,0.1028
26-07-2011,44.18,44.185,-0.4856
27-07-2011,44.08,44.085,-0.2263
28-07-2011,44.0725,44.0762,-0.02
29-07-2011,44.185,44.1881,0.2539
01-08-2011,44.07,44.0756,-0.2546
02-08-2011,44.27,44.2762,0.4551
03-08-2011,44.31,44.3137,0.0847
04-08-2011,44.5475,44.5525,0.5389
05-08-2011,44.735,44.74,0.4209
08-08-2011,44.9725,44.9769,0.5295
09-08-2011,45.2025,45.2112,0.5209
10-08-2011,45.25,45.2537,0.094
11-08-2011,45.3975,45.4037,0.3315
12-08-2011,45.33,45.3375,-0.1458
16-08-2011,45.3837,45.3869,0.109
17-08-2011,45.4,45.41,0.0509
18-08-2011,45.745,45.7475,0.7432
22-08-2011,45.6625,45.6712,-0.1668
23-08-2011,45.63,45.6337,-0.0821
24-08-2011,45.99,45.995,0.7917
